\xF0\x9F\x8F\xAB,SCHOOL
\xF0\x9F\x91\x9E,MANS SHOE
\xF0\x9F\x98\xAF,HUSHED FACE
\xF0\x9F\x95\xA7,CLOCK FACE TWELVE-THIRTY
\xF0\x9F\x92\x9E,REVOLVING HEARTS
\xF0\x9F\x92\x9D,HEART WITH RIBBON
\xF0\x9F\x92\x9F,HEART DECORATION
\xF0\x9F\x92\x9A,GREEN HEART
\xF0\x9F\x95\xA4,CLOCK FACE NINE-THIRTY
\xF0\x9F\x92\x9C,PURPLE HEART
\xF0\x9F\x92\x9B,YELLOW HEART
\xF0\x9F\x86\x98,SQUARED SOS
\xF0\x9F\x92\xB9,CHART WITH UPWARDS TREND AND YEN SIGN
\xF0\x9F\x9A\xB4,BICYCLIST
\x39\xE2\x83\xA3,DIGIT NINE + COMBINING ENCLOSING KEYCAP
\xF0\x9F\x91\x9B,PURSE
\xF0\x9F\x93\xA5,INBOX TRAY
\xF0\x9F\x8F\x89,RUGBY FOOTBALL
\xF0\x9F\x94\xB6,LARGE ORANGE DIAMOND
\xF0\x9F\x94\xB7,LARGE BLUE DIAMOND
\xE2\x99\x8C,LEO
\xE2\x99\x8B,CANCER
\xE2\x99\x8A,GEMINI
\xF0\x9F\x90\xBE,PAW PRINTS
\xF0\x9F\x90\xBB,BEAR FACE
\xE2\x99\x8F,SCORPIUS
\xE2\x99\x8E,LIBRA
\xE2\x99\x8D,VIRGO
\xF0\x9F\x93\xA6,PACKAGE
\xF0\x9F\x93\xB9,VIDEO CAMERA
\x32\xE2\x83\xA3,DIGIT TWO + COMBINING ENCLOSING KEYCAP
\xF0\x9F\x95\x9A,CLOCK FACE ELEVEN OCLOCK
\xF0\x9F\x91\xBC,BABY ANGEL
\xF0\x9F\x91\xBB,GHOST
\xF0\x9F\x91\xBA,JAPANESE GOBLIN
\xF0\x9F\x91\xBF,IMP
\xF0\x9F\x91\xBE,ALIEN MONSTER
\xF0\x9F\x91\xBD,EXTRATERRESTRIAL ALIEN
\xE2\x9E\xA1,BLACK RIGHTWARDS ARROW
\xF0\x9F\x92\xA9,PILE OF POO
\xF0\x9F\x91\xB9,JAPANESE OGRE
\xF0\x9F\x91\x9A,WOMANS CLOTHES
\xF0\x9F\x92\xA4,SLEEPING SYMBOL
\xF0\x9F\x91\xB3,MAN WITH TURBAN
\xF0\x9F\x91\xB2,MAN WITH GUA PI MAO
\xF0\x9F\x91\xB1,PERSON WITH BLOND HAIR
\xF0\x9F\x91\xB0,BRIDE WITH VEIL
\xF0\x9F\x91\xB7,CONSTRUCTION WORKER
\xF0\x9F\x91\xB6,BABY
\xF0\x9F\x91\xB5,OLDER WOMAN
\xF0\x9F\x91\xB4,OLDER MAN
\xF0\x9F\x90\xB6,DOG FACE
\xF0\x9F\x90\xB7,PIG FACE
\xF0\x9F\x90\xB4,HORSE FACE
\xF0\x9F\x90\xB5,MONKEY FACE
\xF0\x9F\x90\xB2,DRAGON FACE
\xF0\x9F\x90\xB3,SPOUTING WHALE
\xF0\x9F\x90\xB0,RABBIT FACE
\xF0\x9F\x90\xB1,CAT FACE
\xE2\x99\x89,TAURUS
\xE2\x99\x88,ARIES
\xE2\x97\x80,BLACK LEFT-POINTING TRIANGLE
\xF0\x9F\x90\xB8,FROG FACE
\xF0\x9F\x90\xB9,HAMSTER FACE
\xF0\x9F\x93\x80,DVD
\xF0\x9F\x93\xA9,ENVELOPE WITH DOWNWARDS ARROW ABOVE
\xF0\x9F\x92\xA2,ANGER SYMBOL
\xF0\x9F\x8D\x8E,RED APPLE
\xF0\x9F\x94\x80,TWISTED RIGHTWARDS ARROWS
\xE2\x9C\x89,ENVELOPE
\xE2\x9C\x88,AIRPLANE
\xF0\x9F\x8F\xAA,CONVENIENCE STORE
\xF0\x9F\x8F\xAF,JAPANESE CASTLE
\xF0\x9F\x8F\xAD,FACTORY
\xF0\x9F\x8F\xAE,IZAKAYA LANTERN
\xE2\x9C\x82,BLACK SCISSORS
\xE2\x9C\x85,WHITE HEAVY CHECK MARK
\xF0\x9F\x8D\x8B,LEMON
\xE2\x84\xA2,TRADE MARK SIGN
\xF0\x9F\x8D\xB3,COOKING
\xF0\x9F\x88\xBA,SQUARED CJK UNIFIED IDEOGRAPH-55B6
\xF0\x9F\x8F\x8A,SWIMMER
\xF0\x9F\x9A\x8A,TRAM
\xF0\x9F\x9A\x8C,BUS
\xF0\x9F\x9A\x8E,TROLLEYBUS
\xF0\x9F\x9A\x8D,ONCOMING BUS
\xF0\x9F\x9A\x8F,BUS STOP
\xF0\x9F\x9A\x89,STATION
\xF0\x9F\x91\x9F,ATHLETIC SHOE
\xF0\x9F\x9A\x81,HELICOPTER
\xF0\x9F\x9A\x80,ROCKET
\xF0\x9F\x9A\x83,RAILWAY CAR
\xF0\x9F\x9A\x82,STEAM LOCOMOTIVE
\xF0\x9F\x9A\x85,HIGH-SPEED TRAIN WITH BULLET NOSE
\xF0\x9F\x9A\x84,HIGH-SPEED TRAIN
\xF0\x9F\x9A\x87,METRO
\xF0\x9F\x9A\x86,TRAIN
\xF0\x9F\x88\xB3,SQUARED CJK UNIFIED IDEOGRAPH-7A7A
\xF0\x9F\x88\xB2,SQUARED CJK UNIFIED IDEOGRAPH-7981
\xF0\x9F\x88\xB5,SQUARED CJK UNIFIED IDEOGRAPH-6E80
\xF0\x9F\x88\xB4,SQUARED CJK UNIFIED IDEOGRAPH-5408
\xF0\x9F\x88\xB7,SQUARED CJK UNIFIED IDEOGRAPH-6708
\xF0\x9F\x88\xB6,SQUARED CJK UNIFIED IDEOGRAPH-6709
\xF0\x9F\x88\xB9,SQUARED CJK UNIFIED IDEOGRAPH-5272
\xF0\x9F\x88\xB8,SQUARED CJK UNIFIED IDEOGRAPH-7533
\xF0\x9F\x8F\x87,HORSE RACING
\xF0\x9F\x8F\x86,TROPHY
\xF0\x9F\x8F\x81,CHEQUERED FLAG
\xF0\x9F\x8F\x80,BASKETBALL AND HOOP
\xF0\x9F\x8F\x83,RUNNER
\xF0\x9F\x8F\x82,SNOWBOARDER
\xF0\x9F\x8E\x80,RIBBON
\xF0\x9F\x8E\x81,WRAPPED PRESENT
\xF0\x9F\x8F\xA2,OFFICE BUILDING
\xF0\x9F\x8F\xA3,JAPANESE POST OFFICE
\xF0\x9F\x8F\xA0,HOUSE BUILDING
\xF0\x9F\x8C\xA0,SHOOTING STAR
\xF0\x9F\x8F\xA6,BANK
\xF0\x9F\x8F\xA7,AUTOMATED TELLER MACHINE
\xF0\x9F\x8F\xA4,EUROPEAN POST OFFICE
\x34\xE2\x83\xA3,DIGIT FOUR + COMBINING ENCLOSING KEYCAP
\xE2\x9C\x8A,RAISED FIST
\xE2\x9C\x8C,VICTORY HAND
\xE2\x9C\x8B,RAISED HAND
\xF0\x9F\x93\xBC,VIDEOCASSETTE
\xE2\x9C\x8F,PENCIL
\xF0\x9F\x93\xBB,RADIO
\xF0\x9F\x93\xB1,MOBILE PHONE
\xF0\x9F\x94\x84,ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
\xF0\x9F\x9A\xA0,MOUNTAIN CABLEWAY
\xF0\x9F\x94\x85,LOW BRIGHTNESS SYMBOL
\xF0\x9F\x9A\xA1,AERIAL TRAMWAY
\xF0\x9F\x94\x86,HIGH BRIGHTNESS SYMBOL
\xE2\x98\x9D,WHITE UP POINTING INDEX
\xF0\x9F\x94\x87,SPEAKER WITH CANCELLATION STROKE
\xF0\x9F\x8D\x8F,GREEN APPLE
\xF0\x9F\x8C\x8F,EARTH GLOBE ASIA-AUSTRALIA
\xF0\x9F\x8D\x8D,PINEAPPLE
\xF0\x9F\x8D\x8C,BANANA
\xF0\x9F\x93\xA4,OUTBOX TRAY
\xF0\x9F\x8D\x8A,TANGERINE
\xF0\x9F\x94\x81,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS
\xF0\x9F\x91\xA0,HIGH-HEELED SHOE
\xF0\x9F\x94\x83,CLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
\xF0\x9F\x93\xB3,VIBRATION MODE
\xE2\x98\x95,HOT BEVERAGE
\xE2\x98\x94,UMBRELLA WITH RAIN DROPS
\xE2\x98\x91,BALLOT BOX WITH CHECK
\xF0\x9F\x8D\x89,WATERMELON
\xF0\x9F\x8D\x88,MELON
\xF0\x9F\x8D\x87,GRAPES
\xE2\x9E\x95,HEAVY PLUS SIGN
\xE2\x9E\x96,HEAVY MINUS SIGN
\xE2\x9E\x97,HEAVY DIVISION SIGN
\xF0\x9F\x8D\x83,LEAF FLUTTERING IN WIND
\xF0\x9F\x8D\x82,FALLEN LEAF
\xF0\x9F\x8D\x81,MAPLE LEAF
\xF0\x9F\x8D\x80,FOUR LEAF CLOVER
\xE2\x8F\xB0,ALARM CLOCK
\xE2\x8F\xB3,HOURGLASS WITH FLOWING SAND
\xF0\x9F\x90\x88,CAT
\xF0\x9F\x90\x89,DRAGON
\x35\xE2\x83\xA3,DIGIT FIVE + COMBINING ENCLOSING KEYCAP
\xF0\x9F\x90\x80,RAT
\xF0\x9F\x90\x81,MOUSE
\xF0\x9F\x90\x82,OX
\xF0\x9F\x90\x83,WATER BUFFALO
\xF0\x9F\x90\x84,COW
\xF0\x9F\x90\x85,TIGER
\xF0\x9F\x90\x86,LEOPARD
\xF0\x9F\x90\x87,RABBIT
\xF0\x9F\x99\x8A,SPEAK-NO-EVIL MONKEY
\xF0\x9F\x99\x8C,PERSON RAISING BOTH HANDS IN CELEBRATION
\xF0\x9F\x99\x8B,HAPPY PERSON RAISING ONE HAND
\xF0\x9F\x99\x8E,PERSON WITH POUTING FACE
\xF0\x9F\x99\x8D,PERSON FROWNING
\xF0\x9F\x99\x8F,PERSON WITH FOLDED HANDS
\x31\xE2\x83\xA3,DIGIT ONE + COMBINING ENCLOSING KEYCAP
\xF0\x9F\x8F\xB0,EUROPEAN CASTLE
\xF0\x9F\x8D\x85,TOMATO
\xF0\x9F\x9A\xB9,MENS SYMBOL
\xF0\x9F\x86\x99,SQUARED UP WITH EXCLAMATION MARK
\xE2\x9D\x95,WHITE EXCLAMATION MARK ORNAMENT
\xE2\x9D\x94,WHITE QUESTION MARK ORNAMENT
\xE2\x9D\x97,HEAVY EXCLAMATION MARK SYMBOL
\xF0\x9F\x86\x92,SQUARED COOL
\xF0\x9F\x86\x93,SQUARED FREE
\xF0\x9F\x9A\xB1,NON-POTABLE WATER SYMBOL
\xF0\x9F\x86\x91,SQUARED CL
\xF0\x9F\x86\x96,SQUARED NG
\xF0\x9F\x86\x97,SQUARED OK
\xF0\x9F\x86\x94,SQUARED ID
\xF0\x9F\x86\x95,SQUARED NEW
\xF0\x9F\x83\x8F,PLAYING CARD BLACK JOKER
\xF0\x9F\x98\xA6,FROWNING FACE WITH OPEN MOUTH
\xF0\x9F\x95\x99,CLOCK FACE TEN OCLOCK
\xF0\x9F\x94\x82,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS WITH CIRCLED ONE OVERLAY
\xF0\x9F\x9A\xBC,BABY SYMBOL
\xF0\x9F\x9A\xBB,RESTROOM
\xF0\x9F\x9A\xBA,WOMENS SYMBOL
\xF0\x9F\x86\x9A,SQUARED VS
\xF0\x9F\x9A\xBF,SHOWER
\xF0\x9F\x9A\xBE,WATER CLOSET
\xF0\x9F\x80\x84,MAHJONG TILE RED DRAGON
\xF0\x9F\x93\xB6,ANTENNA WITH BARS
\xF0\x9F\x99\x80,WEARY CAT FACE
\xF0\x9F\x99\x85,FACE WITH NO GOOD GESTURE
\xF0\x9F\x99\x87,PERSON BOWING DEEPLY
\xF0\x9F\x99\x86,FACE WITH OK GESTURE
\xF0\x9F\x99\x89,HEAR-NO-EVIL MONKEY
\xF0\x9F\x99\x88,SEE-NO-EVIL MONKEY
\xF0\x9F\x97\xBF,MOYAI
\xF0\x9F\x90\xBD,PIG NOSE
\xF0\x9F\x97\xBC,TOKYO TOWER
\xF0\x9F\x97\xBB,MOUNT FUJI
\xE2\x86\xA9,LEFTWARDS ARROW WITH HOOK
\xF0\x9F\x90\x8A,CROCODILE
\xF0\x9F\x92\x97,GROWING HEART
\xF0\x9F\x87\xB0\xF0\x9F\x87\xB7,REGIONAL INDICATOR SYMBOL LETTER K + REGIONAL INDICATOR SYMBOL LETTER R
\xF0\x9F\x90\x8D,SNAKE
\xF0\x9F\x90\x8E,HORSE
\xF0\x9F\x90\x8F,RAM
\xF0\x9F\x90\xBC,PANDA FACE
\xE3\x80\xB0,WAVY DASH
\xF0\x9F\x95\x91,CLOCK FACE TWO OCLOCK
\xF0\x9F\x95\x96,CLOCK FACE SEVEN OCLOCK
\xF0\x9F\x90\xBA,WOLF FACE
\xF0\x9F\x95\x97,CLOCK FACE EIGHT OCLOCK
\xE2\x86\x98,SOUTH EAST ARROW
\xE2\x86\x99,SOUTH WEST ARROW
\xE2\x9B\xB5,SAILBOAT
\xE2\x86\x94,LEFT RIGHT ARROW
\xE2\x86\x95,UP DOWN ARROW
\xE2\x86\x96,NORTH WEST ARROW
\xE2\x86\x97,NORTH EAST ARROW
\xF0\x9F\x93\xAC,OPEN MAILBOX WITH RAISED FLAG
\xF0\x9F\x93\x9A,BOOKS
\xF0\x9F\x93\x9B,NAME BADGE
\xF0\x9F\x93\x9C,SCROLL
\xF0\x9F\x93\x9D,MEMO
\xF0\x9F\x93\x9E,TELEPHONE RECEIVER
\xF0\x9F\x93\x9F,PAGER
\xF0\x9F\x94\x8C,ELECTRIC PLUG
\xF0\x9F\x94\x99,BACK WITH LEFTWARDS ARROW ABOVE
\xE2\xAD\x90,WHITE MEDIUM STAR
\xF0\x9F\x93\x8D,ROUND PUSHPIN
\xE2\xAD\x95,HEAVY LARGE CIRCLE
\xF0\x9F\x93\x98,BLUE BOOK
\xF0\x9F\x93\x99,ORANGE BOOK
\xF0\x9F\x94\xA4,INPUT SYMBOL FOR LATIN LETTERS
\xF0\x9F\x93\x90,TRIANGULAR RULER
\xF0\x9F\x93\x91,BOOKMARK TABS
\xF0\x9F\x93\x92,LEDGER
\xF0\x9F\x93\x93,NOTEBOOK
\xF0\x9F\x93\x94,NOTEBOOK WITH DECORATIVE COVER
\xF0\x9F\x8E\xBB,VIOLIN
\xF0\x9F\x93\x96,OPEN BOOK
\xF0\x9F\x93\x97,GREEN BOOK
\xE2\x9B\xBD,FUEL PUMP
\xE2\x9B\xBA,TENT
\xE3\x80\xBD,PART ALTERNATION MARK
\xF0\x9F\x8C\x99,CRESCENT MOON
\xF0\x9F\x93\xAF,POSTAL HORN
\xF0\x9F\x88\xAF,SQUARED CJK UNIFIED IDEOGRAPH-6307
\xF0\x9F\x94\x89,SPEAKER WITH ONE SOUND WAVE
\xF0\x9F\x91\xA8,MAN
\xF0\x9F\x91\xA9,WOMAN
\xF0\x9F\x91\xA6,BOY
\xF0\x9F\x91\xA7,GIRL
\xF0\x9F\x91\xA4,BUST IN SILHOUETTE
\xF0\x9F\x91\xA5,BUSTS IN SILHOUETTE
\xF0\x9F\x91\xA2,WOMANS BOOTS
\xF0\x9F\x91\xA3,FOOTPRINTS
\xF0\x9F\x87\xA8\xF0\x9F\x87\xB3,REGIONAL INDICATOR SYMBOL LETTER C + REGIONAL INDICATOR SYMBOL LETTER N
\xF0\x9F\x91\xA1,WOMANS SANDAL
\xF0\x9F\x97\xBE,SILHOUETTE OF JAPAN
\xE2\x80\xBC,DOUBLE EXCLAMATION MARK
\xF0\x9F\x94\x8D,LEFT-POINTING MAGNIFYING GLASS
\xE2\x8F\xA9,BLACK RIGHT-POINTING DOUBLE TRIANGLE
\xF0\x9F\x95\xA3,CLOCK FACE EIGHT-THIRTY
\xE2\x8F\xAA,BLACK LEFT-POINTING DOUBLE TRIANGLE
\xE2\x8F\xAB,BLACK UP-POINTING DOUBLE TRIANGLE
\xE2\x8F\xAC,BLACK DOWN-POINTING DOUBLE TRIANGLE
\x37\xE2\x83\xA3,DIGIT SEVEN + COMBINING ENCLOSING KEYCAP
\xE2\x9C\xB3,EIGHT SPOKED ASTERISK
\xF0\x9F\x94\x8E,RIGHT-POINTING MAGNIFYING GLASS
\xF0\x9F\x94\x8F,LOCK WITH INK PEN
\xF0\x9F\x91\xAE,POLICE OFFICER
\xF0\x9F\x91\xAB,MAN AND WOMAN HOLDING HANDS
\xF0\x9F\x94\x8A,SPEAKER WITH THREE SOUND WAVES
\xF0\x9F\x94\x8B,BATTERY
\xE2\x9C\xB4,EIGHT POINTED BLACK STAR
\xF0\x9F\x91\xAF,WOMAN WITH BUNNY EARS
\xE2\x81\x89,EXCLAMATION QUESTION MARK
\xF0\x9F\x91\xAD,TWO WOMEN HOLDING HANDS
\x38\xE2\x83\xA3,DIGIT EIGHT + COMBINING ENCLOSING KEYCAP
\xF0\x9F\x91\xAC,TWO MEN HOLDING HANDS
\xF0\x9F\x93\x95,CLOSED BOOK
\xF0\x9F\x91\xAA,FAMILY
\xF0\x9F\x90\xA8,KOALA
\xF0\x9F\x9A\xB5,MOUNTAIN BICYCLIST
\xF0\x9F\x98\x99,KISSING FACE WITH SMILING EYES
\xF0\x9F\x8C\xB7,TULIP
\xF0\x9F\x8C\xB4,PALM TREE
\xF0\x9F\x8C\xB5,CACTUS
\xF0\x9F\x8C\xB2,EVERGREEN TREE
\xF0\x9F\x8C\xB3,DECIDUOUS TREE
\xF0\x9F\x8C\xB0,CHESTNUT
\xF0\x9F\x8C\xB1,SEEDLING
\xF0\x9F\x8C\xB8,CHERRY BLOSSOM
\xF0\x9F\x8C\xB9,ROSE
\xF0\x9F\x8C\xBF,HERB
\xF0\x9F\x8C\xBD,EAR OF MAIZE
\xF0\x9F\x8C\xBE,EAR OF RICE
\xF0\x9F\x8C\xBB,SUNFLOWER
\xF0\x9F\x8C\xBC,BLOSSOM
\xF0\x9F\x8C\xBA,HIBISCUS
\xE2\x9D\x93,BLACK QUESTION MARK ORNAMENT
\xF0\x9F\x9A\xAF,DO NOT LITTER SYMBOL
\xF0\x9F\x9A\xB8,CHILDREN CROSSING
\xE2\x99\xBB,BLACK UNIVERSAL RECYCLING SYMBOL
\xE2\x99\xBF,WHEELCHAIR SYMBOL
\xF0\x9F\x9A\xB3,NO BICYCLES
\xF0\x9F\x91\xB8,PRINCESS
\xF0\x9F\x9A\xB2,BICYCLE
\xF0\x9F\x9A\xB0,POTABLE WATER SYMBOL
\xF0\x9F\x90\xAA,DROMEDARY CAMEL
\xF0\x9F\x9A\xB7,NO PEDESTRIANS
\xF0\x9F\x9A\xB6,PEDESTRIAN
\xF0\x9F\x8E\x8F,CARP STREAMER
\xF0\x9F\x91\x97,DRESS
\xF0\x9F\x8E\x8D,PINE DECORATION
\xF0\x9F\x8E\x8E,JAPANESE DOLLS
\xF0\x9F\x8E\x8B,TANABATA TREE
\xF0\x9F\x8E\x8C,CROSSED FLAGS
\xF0\x9F\x91\x90,OPEN HANDS SIGN
\xF0\x9F\x8E\x8A,CONFETTI BALL
\xF0\x9F\x86\x8E,NEGATIVE SQUARED AB
\xF0\x9F\x93\xB0,NEWSPAPER
\xF0\x9F\x9A\xAD,NO SMOKING SYMBOL
\xF0\x9F\x93\xB2,MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT
\xF0\x9F\x9A\xAB,NO ENTRY SIGN
\xF0\x9F\x9A\xAC,SMOKING SYMBOL
\xF0\x9F\x91\x98,KIMONO
\xF0\x9F\x9A\xAA,DOOR
\xF0\x9F\x8E\xAA,CIRCUS TENT
\xF0\x9F\x8E\x90,WIND CHIME
\xF0\x9F\x8E\xAC,CLAPPER BOARD
\xF0\x9F\x8E\xAB,TICKET
\xF0\x9F\x8E\xAE,VIDEO GAME
\xF0\x9F\x8E\xAD,PERFORMING ARTS
\xF0\x9F\x8E\xAF,DIRECT HIT
\xE2\x9B\x8E,OPHIUCHUS
\xF0\x9F\x90\x9C,ANT
\xF0\x9F\x90\x9B,BUG
\xF0\x9F\x90\x9A,SPIRAL SHELL
\xF0\x9F\x94\xBA,UP-POINTING RED TRIANGLE
\xF0\x9F\x90\x9F,FISH
\xF0\x9F\x90\x9E,LADY BEETLE
\xF0\x9F\x90\x9D,HONEYBEE
\xF0\x9F\x90\x99,OCTOPUS
\xF0\x9F\x90\x98,ELEPHANT
\xF0\x9F\x90\x93,ROOSTER
\xF0\x9F\x90\x92,MONKEY
\xF0\x9F\x90\x91,SHEEP
\xF0\x9F\x90\x90,GOAT
\xF0\x9F\x90\x97,BOAR
\xF0\x9F\x90\x96,PIG
\xF0\x9F\x90\x95,DOG
\xF0\x9F\x90\x94,CHICKEN
\xF0\x9F\x8E\xA1,FERRIS WHEEL
\xF0\x9F\x8E\xA0,CAROUSEL HORSE
\xF0\x9F\x8E\xA3,FISHING POLE AND FISH
\xF0\x9F\x8E\xA2,ROLLER COASTER
\xF0\x9F\x8E\xA5,MOVIE CAMERA
\xF0\x9F\x8E\xA4,MICROPHONE
\xF0\x9F\x8E\xA7,HEADPHONE
\xF0\x9F\x8E\xA6,CINEMA
\xF0\x9F\x8E\xA9,TOP HAT
\xF0\x9F\x8E\xA8,ARTIST PALETTE
\xE2\x9B\x84,SNOWMAN WITHOUT SNOW
\xE2\x9B\x85,SUN BEHIND CLOUD
\xF0\x9F\x8E\x86,FIREWORKS
\xF0\x9F\x8E\x87,FIREWORK SPARKLER
\xF0\x9F\x8E\x84,CHRISTMAS TREE
\xF0\x9F\x8E\x85,FATHER CHRISTMAS
\xF0\x9F\x8E\x82,BIRTHDAY CAKE
\xF0\x9F\x8E\x83,JACK-O-LANTERN
\xF0\x9F\x9A\xA8,POLICE CARS REVOLVING LIGHT
\xF0\x9F\x9A\xA9,TRIANGULAR FLAG ON POST
\xF0\x9F\x93\xBA,TELEVISION
\xF0\x9F\x9A\xA7,CONSTRUCTION SIGN
\xF0\x9F\x9A\xA4,SPEEDBOAT
\xF0\x9F\x9A\xA5,HORIZONTAL TRAFFIC LIGHT
\xF0\x9F\x9A\xA2,SHIP
\xF0\x9F\x9A\xA3,ROWBOAT
\xF0\x9F\x8E\x88,BALLOON
\xF0\x9F\x8E\x89,PARTY POPPER
\xF0\x9F\x98\x90,NEUTRAL FACE
\xF0\x9F\x98\x97,KISSING FACE
\xE2\x9D\x8C,CROSS MARK
\xF0\x9F\x88\x9A,SQUARED CJK UNIFIED IDEOGRAPH-7121
\xF0\x9F\x8D\x96,MEAT ON BONE
\xF0\x9F\x94\xA7,WRENCH
\xF0\x9F\x94\xA6,ELECTRIC TORCH
\xF0\x9F\x94\xA5,FIRE
\xF0\x9F\x8D\x97,POULTRY LEG
\xF0\x9F\x94\xA3,INPUT SYMBOL FOR SYMBOLS
\xF0\x9F\x94\xA2,INPUT SYMBOL FOR NUMBERS
\xF0\x9F\x94\xA1,INPUT SYMBOL FOR LATIN SMALL LETTERS
\xF0\x9F\x94\xA0,INPUT SYMBOL FOR LATIN CAPITAL LETTERS
\xF0\x9F\x94\xA9,NUT AND BOLT
\xF0\x9F\x94\xA8,HAMMER
\xF0\x9F\x9B\x82,PASSPORT CONTROL
\xF0\x9F\x9B\x83,CUSTOMS
\xF0\x9F\x9B\x80,BATH
\xF0\x9F\x9B\x81,BATHTUB
\xE2\xAC\x9B,BLACK LARGE SQUARE
\xE2\xAC\x9C,WHITE LARGE SQUARE
\xF0\x9F\x9B\x84,BAGGAGE CLAIM
\xF0\x9F\x9B\x85,LEFT LUGGAGE
\xE2\x9D\xA4,HEAVY BLACK HEART
\xE2\x99\xA8,HOT SPRINGS
\xF0\x9F\x94\xAF,SIX POINTED STAR WITH MIDDLE DOT
\xF0\x9F\x94\xAE,CRYSTAL BALL
\xF0\x9F\x94\xAD,TELESCOPE
\xF0\x9F\x94\xAC,MICROSCOPE
\xF0\x9F\x94\xAB,PISTOL
\xF0\x9F\x94\xAA,HOCHO
\xE2\x99\xA0,BLACK SPADE SUIT
\xE2\x99\xA3,BLACK CLUB SUIT
\xE2\x99\xA5,BLACK HEART SUIT
\xE2\x99\xA6,BLACK DIAMOND SUIT
\xF0\x9F\x98\x80,GRINNING FACE
\xF0\x9F\x87\xAA\xF0\x9F\x87\xB8,REGIONAL INDICATOR SYMBOL LETTER E + REGIONAL INDICATOR SYMBOL LETTER S
